Biagrams,Frequency
"('herdsmen', 'nothing2inister')",1
"('deaths', 'herdsmen')",1
"('banditsiswapkiller', 'herdsmen')",1
"('kidnapping', 'le')",1
"('compare', 'bayelsa')",1
"('bayelsa', 'states')",1
"('states', 'record')",1
"('record', 'deaths')",1
"('bandits', 'almost')",1
"('matter', 'buhari')",1
"('almost', 'every')",1
"('every', 'x98x82')",1
"('apparently', 'clogged')",1
"('clogged', 'brain')",1
"('brain', 'obviously')",1
"('communities', 'sacked')",1
"('kidnapping', ""can't"")",1
"('', ""'"")",1
"('bloody', 'misunderstanding')",1
"('buhari', 'governmentomeone')",1
"('problems', 'beyond')",1
"('ortom', 'herdsmen/insecurity')",1
"('herdsmen/insecurity', 'myopic')",1
"('myopic', 'nature')",1
"('nature', 'gover')",1
"('misunderstanding', 'hypocrites')",1
"('north', '')",1
"('hypocrites', 'genocide')",1
"('genocide', 'pepertuated')",1
"('pepertuated', 'armed')",1
"('finish', 'poverty')",1
"('poverty', 'stricken')",1
"('stricken', 'north')",1
"('daily', 'l')",1
"('imagine', 'river')",1
"('beyond', 'ortom')",1
"('arrangement', 'bring')",1
"('achievementss', 'banditsiswapkiller')",1
"('sudan', 'asapnnow')",1
"('river', 'benue')",1
"('asapnnow', 'th')",1
"('freezing', 'thisandy')",1
"(""''"", '~sokapupresident')",1
"('~sokapupresident', 'mohammadu')",1
"('mohammadu', 'buhari')",1
"('benue', 'freezing')",1
"('buhari', ""'everything"")",1
"('bring', 'nigerians')",1
"(""'everything"", ""'"")",1
"(""'"", 'h')",1
"('there', 'nigeria')",1
"('government', 'quick')",1
"('sorrow', 'innocent')",1
"('medical', 'treatment')",1
"('months', 'medical')",1
"('herdsmen', 'insurgents')",1
"('intensify', 'operations')",1
"('wonder', 'intensify')",1
"('himxf0x98x86', 'hausa/fulani')",1
"('back', ""'"")",1
"('tenure', 'indiscriminate')",1
"('indiscriminate', 'killings')",1
"('insurgents', 'increased')",1
"('cabinet8', 'months')",1
"('increased', 'organised')",1
"('ortom', 'blame')",1
"('organised', 'governmentbacked')",1
"('governmentbacked', 'kidnapp')",1
"('months', 'without')",1
"('without', 'cabinet8')",1
"('quick', 'arrangement')",1
"('treatment', 'abroad7')",1
"('exactly', 'problems')",1
"('abroad7', 'months')",1
"('nigeriathey', 'back')",1
"('herdsmen', 'remembered')",1
"('strikefeb', 'election')",1
"('herdsmen', 'nigeriathey')",1
"('still', 'misery')",1
"('misery', 'escaped')",1
"('escaped', 'abduction')",1
"('abduction', 'armed')",1
"('remembered', 'falling')",1
"('wickedness', 'and')",1
"('falling', 'twice')",1
"('initiativeaba', 'focusdevelop')",1
"('focusdevelop', 'importantthen')",1
"('importantthen', 'curtail')",1
"('curtail', 'silent')",1
"('thesame', 'carrying')",1
"('months', 'strikefeb')",1
"('anambraoux99re', 't')",1
"('million', 'nige')",1
"('bloody', 'tenure')",1
"('legitimate', 'source')",1
"('election', 'sc')",1
"('inflicting', 'sorrow')",1
"('easte', 'represents')",1
"('represents', 'million')",1
"('trading', 'legitimate')",1
"('anambra', 'anambraoux99re')",1
"('source', 'livingrading')",1
"('carrying', 'herdsmen')",1
"('livingrading', 'engine')",1
"('engine', 'commerce')",1
"('commerce', 'whic')",1
"('rubbishx99m', 'anambra')",1
"('operations', 'herdsmen')",1
"('herdsmen', 'inflicting')",1
"('plateaunot', 'single')",1
"('single', 'one')",1
"('years', 'babies')",1
"('following', 'crises')",1
"('thisandy', 'ortom')",1
"('south', 'easte')",1
"('inflation', 'herdsmen')",1
"('represent', 'south')",1
"('sleepless', 'nights')",1
"('nights', 'following')",1
"('crises', 'sudan')",1
"('students', 'years')",1
"('sudan', 'perturbed')",1
"('perturbed', 'killing')",1
"('herdsmen', 'kingpin')",1
"('kingpin', 'releases')",1
"('releases', 'kebbi')",1
"('babies', 'ransom')",1
"('ransom', 'ha')",1
"('compare', 'herdsmen')",1
"('boarder', 'villages')",1
"('sincere', 'yourself')",1
"('issueeter', 'represent')",1
"('leave', 'himxf0x98x86')",1
"('hausa/fulani', 'muslim')",1
"('actively', 'worked')",1
"('ogbate', 'mgbede')",1
"('benue', 'sa')",1
"('touch', 'them')",1
"('nigerians', 'b')",1
"('administration', 'presidential')",1
"('presidential', 'pardon')",1
"('pardon', 'herdsmen')",1
"('herdsmen', 'can')",1
"('can', 'touch')",1
"('kebbi', 'students')",1
"('nigeria', 'sincere')",1
"('yourself', ""'"")",1
"('benue', 'plateaunot')",1
"('x93', 'huriwa')",1
"('loved', 'kinsmen')",1
"('attack', 'nigeria')",1
"('mgbede', 'boarder')",1
"('opkofu', 'ogbate')",1
"('murdering', 'southern')",1
"('killed', 'loved')",1
"('people', 'are')",1
"('kinsmen', 'terrorists')",1
"('herdsmen', 'x93')",1
"('terrorists', 'uniforms')",1
"('uniforms', 'fula')",1
"('account', 'killings')",1
"('disguising', 'yoruba')",1
"('quiet', 'haram')",1
"('government', 'helping')",1
"('sacked', 'armed')",1
"('oppression', 'farmers')",1
"('kaduna', 'people')",1
"('ehaamufu', 'mgbede')",1
"('mgbede', 'opkofu')",1
"('attack', 'niger')",1
"('herdsmen', 'sacking')",1
"('nigeria', 'nigeria')",1
"('grassinghe', 'protect')",1
"('farmshe', 'government')",1
"('protect', 'farmers')",1
"('farmers', 'to')",1
"('biggest', 'challenge')",1
"('challenge', 'security')",1
"('security', 'fulani')",1
"('attack', 'farmshe')",1
"('herdsmen', 'call')",1
"('becoming', 'extremely')",1
"('gowon', 'please')",1
"('assailants', 'throat')",1
"('mother', 'killed')",1
"('government', 'armed')",1
"('bullyin', 'but')",1
"('attacks', 'middle')",1
"('xa5xba', ""'"")",1
"('herdsmen', 'grassinghe')",1
"('selfish', 'oppression')",1
"('niger', ""'"")",1
"('theyx99ll', 'ampxe2')",1
"('military', 'unable')",1
"('throat', 'mother')",1
"('unable', 'locate')",1
"('herdsmen', 'hideouts')",1
"('hideouts', 'gir')",1
"('watched', 'daughterx99s')",1
"('loloolish', 'think')",1
"('friend', 'setup')",1
"('family', 'friend')",1
"('returning', 'nigeria')",1
"('fight', ""'"")",1
"('herdsmenthen', 'st')",1
"('think', 'ix99m')",1
"('ix99m', 'country')",1
"('country', 'theyx99ll')",1
"('nigeria', 'is')",1
"('muslim', 'the')",1
"('years', 'family')",1
"('chasing', 'of')",1
"('tinubu/mc', 'oluomo')",1
"('oluomo', 'banditsboko')",1
"('banditsboko', 'haramiswapamp')",1
"('haramiswapamp', 'fulani')",1
"('herdsmen/bandits', 'genocidal')",1
"('daughterx99s', 'assailants')",1
"('setup', 'produce')",1
"('hands', 'herdsmenhe')",1
"('fulani', 'herdsmenthen')",1
"('feeds', 'profit')",1
"('storynvested', 'feeds')",1
"('thoughts', 'exactly')",1
"('dearwaiting', 'prosecute')",1
"('purpose', 'isl')",1
"('relatives', 'purpose')",1
"('arming', 'tinubu/mc')",1
"('herdsmen', 'chasing')",1
"('niger', 'buhari')",1
"('hunger', 'herdsmen')",1
"('attack/ethnic', 'cleans')",1
"('ak47', ""'"")",1
"('condemn', 'northern')",1
"('northern', 'corrupt')",1
"('corrupt', 'politicians')",1
"('herdsmen/bokoharam', 'justic')",1
"('policies', 'especi')",1
"('suffered', 'policies')",1
"('buhari', 'relatives')",1
"('farms', 'hands')",1
"('prosecute', 'fulani')",1
"('buhari', 'position')",1
"('position', 'haram')",1
"('bandits', 'whoever')",1
"('whoever', 'ord')",1
"('start', 'k')",1
"('business', 'suffered')",1
"('embassy', 'returning')",1
"('helpi', 'think')",1
"('start', 'calling')",1
"('calling', 'for')",1
"('buhari', 'legitimate')",1
"('legitimate', 'business')",1
"('hands', 'suffered')",1
"('rapid', 'forceerdsmen')",1
"('genocide', 'attack/ethnic')",1
"('buhari', 'billions')",1
"('sudan', 'as')",1
"('naira', 'sudan')",1
"('produce', 'potatoes')",1
"('herdsmenhe', 'pack')",1
"('better', 'shelter')",1
"('shelter', 'nigerian')",1
"('nigerian', 'embassy')",1
"('think', 'start')",1
"('bodies', 'helpi')",1
"('external', 'bodies')",1
"('billions', 'naira')",1
"('potatoes', 'beans')",1
"('thinking', 'people')",1
"('yoruba', 'ix99m')",1
"('beans', 'in')",1
"('happening', 'fulani')",1
"('dislocated/', 'killed')",1
"('herdsmen', 'dislocated/')",1
"('masters', 'herdsmen')",1
"('contractorsiller', 'herdsmen')",1
"('farmers', 'benuehatx99s')",1
"('fulani', 'president')",1
"('president', 'animal')",1
"('animal', 'farmingwho')",1
"('farmingwho', 'masters')",1
"('itx99s', 'still')",1
"('herdsmen', 'sl')",1
"('amotekun', 'actively')",1
"('silent', 'the')",1
"('someone', 'school')",1
"('government', 'stand')",1
"('stand', 'watching')",1
"('watching', 'haram')",1
"('thing', 'buhari')",1
"('killed', 'farmers')",1
"('special', 'rapid')",1
"('benuehatx99s', 'reported')",1
"('identified', 'kaduna')",1
"('herdsmen', 'identified')",1
"('please', 'someone')",1
"('media', 'isn')",1
"('arrested', 'ritualists')",1
"('ritualists', 'kidnappers')",1
"('kidnappers', 'armed')",1
"('armed', 'robbers')",1
"('school', 'nigerian')",1
"('inside', 'nigerians')",1
"('forceerdsmen', 'taken')",1
"('tagged', 'bandit')",1
"('address', 'issues')",1
"('government', 'metamorph')",1
"('metamorph', 'special')",1
"('kaduna', 'still')",1
"('doubters', 'believe')",1
"('finally', 'doubters')",1
"('islamic', 'terrorist')",1
"('suffered', 'hands')",1
"('reported', 'media')",1
"('still', 'unknownour')",1
"('unknownour', 'government')",1
"('government', 'remai')",1
"('rebranding', 'islamic')",1
"('herdsmen', 'tagged')",1
"('herdsmenwith', 'ak47ki')",1
"('robbers', 'rai')",1
"('sudan', 'inside')",1
"('backed', 'sudanese')",1
"('terrorists', 'agbebons')",1
"('daran', 'daran')",1
"('daran', 'herdsmenwith')",1
"('politicians', 'genocide')",1
"('believe', 'repent')",1
"('royal', 'familybritish')",1
"('discussederdsmen', 'raided')",1
"('massacre', 'lekki')",1
"('refused', 'address')",1
"('agbebons', 'daran')",1
"('soyinka', 'wrote')",1
"('wrote', 'newspaper')",1
"('newspaper', 'years')",1
"('years', 'herdsmen')",1
"('bandits', 'biafraudsee')",1
"('biafraudsee', ""'"")",1
"('mention', 'terrorists')",1
"('raided', 'massacre')",1
"('inside', 'suda')",1
"('government', 'refused')",1
"('spade', 'spade')",1
"('spade', 'fulani')",1
"('lekki', 'massa')",1
"('fools', 'profiled')",1
"('reading', 'herdsmen')",1
"('really', 'peaceful')",1
"('literal', 'valueomeone')",1
"('miscarriage', 'literal')",1
"('', 'still')",1
"('still', 'crying')",1
"('crying', 'x98x82')",1
"('x98x82', 'really')",1
"('peaceful', 'ritua')",1
"('comprehension', 'reading')",1
"('actually', 'forgot')",1
"('sudanese', 'government')",1
"('issues', 'fulani')",1
"('tickets', 'showed')",1
"('benue', 'including')",1
"('agatu', 'do')",1
"('exactly', 'discussederdsmen')",1
"('profiled', 'fulanis')",1
"('blessed', 'willingly')",1
"('buhari', 'sudan')",1
"('talking', 'bigotry')",1
"('disguising', 'haram')",1
"('bigotry', 'tribalism')",1
"('tribalism', 'x98x82')",1
"('nigerian', 'politicians')",1
"('politicians', 'feeding')",1
"('feeding', 'monsters')",1
"('monsters', 'disguising')",1
"('including', 'agatu')",1
"('girlxa6you', 'probably')",1
"('homes', 'nigeria')",1
"('killer', 'herdsm')",1
"('killed', 'homes')",1
"('hyperinflation', 'security')",1
"('security', 'collapse')",1
"('probably', 'descen')",1
"('responsible', 'since')",1
"('keymo', 'miscarriage')",1
"('probably', 'safer')",1
"('sudan', 'talking')",1
"('safer', 'peopledid')",1
"('since', 'haramherdsmen')",1
"('haramherdsmen', 'currently')",1
"('currently', 'bandits')",1
"('bandits', 'has')",1
"('don', 'want')",1
"('watching', 'wi')",1
"('peopledid', 'fulani')",1
"('north', 'terrorist')",1
"('kidnappers', 'killer')",1
"('require', 'hands')",1
"('formally', 'backed')",1
"('narratives', 'remember')",1
"('valueomeone', 'blessed')",1
"('herdsmen', 'cattle')",1
"('repent', 'gullibilityow')",1
"('hands', 'blood')",1
"('brothersod', 'jud')",1
"('terrorist', 'brothersod')",1
"('massacre', 'clash')",1
"('willingly', 'surrender')",1
"('surrender', 'rights')",1
"('rights', 'to')",1
"('coward', 'brown')",1
"('media', 'calling')",1
"('herdsmen', 'massacre')",1
"('clash', 'sha')",1
"('blood', 'fulani')",1
"('janjaweed', 'formally')",1
"('remember', 'watching')",1
"('masters', 'narratives')",1
"('herdsmenhey', 'don')",1
"('unknown', 'hunger')",1
"('herdsmen', 'kinsmen')",1
"('unfortunately', 'president')",1
"('country', 'trea')",1
"('gullibilityow', 'yo')",1
"('indigenous', 'nigerian')",1
"('hunger', 'scarcity')",1
"('scarcity', 'money')",1
"('money', 'hardship')",1
"('hardship', 'country')",1
"('crisis', 'rogue')",1
"('creation', 'amotekun')",1
"('rogue', 'elements')",1
"('elements', 'centrally')",1
"('centrally', 'controlled')",1
"('controlled', 'ev')",1
"('xa3so', 'tickets')",1
"('showed', 'baxa3se')",1
"('fulani', 'masters')",1
"('kinsmen', 'indigenous')",1
"('years', 'studying')",1
"('nigerian', 'farmer')",1
"('closing', 'killing')",1
"('thereby', 'closing')",1
"('from', ""'"")",1
"('anything', 'think')",1
"('think', 'about')",1
"('about', ""''"")",1
"('buhari', 'think')",1
"('think', 'fulani')",1
"('herdsmen', 'expired')",1
"('herdsmen', 'from')",1
"('humanbeing', 'thereby')",1
"('herdsmen', 'barbarians')",1
"('barbarians', 'kinsmen')",1
"('invading', 'killer')",1
"('breeders', ""'"")",1
"('happen', 'remembering')",1
"('allies', 'herdsmen')",1
"('daura', 'patron')",1
"('dissent', 'oilrich')",1
"('english', 'soyinka')",1
"('farmer', 'anything')",1
"('remembering', 'chase')",1
"('chase', 'northerners')",1
"('northerners', 'running')",1
"('xd8xadxd9x85xd9x8axd8xafxd8xaaxd9x8aas', 'dissent')",1
"('oilrich', 'industrial')",1
"('studying', 'philosophy')",1
"('industrial', 'centres')",1
"('expired', 'daura')",1
"('centres', 'among')",1
"('among', 'ordinary')",1
"('ordinary', 'farmers')",1
"('folks', 'spent')",1
"('herdsmen', 'themut')",1
"('themut', 'enemy')",1
"('protect', 'sudan')",1
"('while', 'unfortunate')",1
"('theology', 'understan')",1
"('ewuobi', 's')",1
"('enemy', ""'"")",1
"('region', 'voted')",1
"('voted', 'tinubu')",1
"('tinubu', 'nigerians')",1
"('nigerians', 'noted')",1
"('noted', 'ewuobi')",1
"('bless', 'ohiefnubu')",1
"('herdsmen', 'pouring')",1
"('ohiefnubu', 'refused')",1
"('refused', 'support')",1
"('support', 'creation')",1
"('iswap', 'fight')",1
"('afrotaliban', 'allies')",1
"('school', 'sudan')",1
"('sudan', 'nigerians')",1
"('baxa3se', 'never')",1
"('sudan', 'month')",1
"('situation', 'sudan')",1
"('nigerians', 'travel')",1
"('travel', 'nigeria')",1
"('nigeria', 'sudan')",1
"('sudan', 'm')",1
"('worst', 'whatx99s')",1
"('month', 'nigeri')",1
"('patron', ""'"")",1
"('still', 'adamu')",1
"('adamu', 'fulani')",1
"('herdsmen', 'kiling')",1
"('kiling', 'kidnapped')",1
"('kidnapped', 'people')",1
"('valued', 'humanbeing')",1
"('philosophy', 'theology')",1
"('sudan', 'ragesi')",1
"('reacted', 'raila')",1
"('running', 'herdsmen')",1
"('mention', ""'"")",1
"('write', 'x9cx8dxefxb8x8f')",1
"(""'m"", 'shocked')",1
"('shocked', 'level')",1
"('level', 'attention')",1
"('attention', 'situation')",1
"('situation', 'gaining')",1
"('whole', 'write')",1
"('x9cx8dxefxb8x8f', 'direct')",1
"('herdsmene', 'feels')",1
"('direct', 'speech')",1
"('speech', 'igbos')",1
"('igbos', 'comfortably')",1
"('comfortably', 'nysc')",1
"('unfortunate', 'situation')",1
"('never', 'w')",1
"('benue', 'votin')",1
"('feels', 'attack')",1
"('though', 'ther')",1
"('ragesi', ""'m"")",1
"('people', 'fulani')",1
"('haram', 'still')",1
"('still', 'carrying')",1
"('carrying', 'operations')",1
"('operations', 'though')",1
"('inflation', 'conduct')",1
"('devil', 'herdsmene')",1
"('conduct', 'worst')",1
"('worst', 'history')",1
"('history', 'nigeriaerdsmen')",1
"('nigeriaerdsmen', 'killingsssu')",1
"('killingsssu', 'strikesany')",1
"('strikesany', 'mention')",1
"('leader', 'ideas')",1
"('odhinga', 'defeated')",1
"('herdsmenhey', 'protect')",1
"('bandits', 'practicing')",1
"('attack', 'himince')",1
"('worry', 'america')",1
"('defeated', 'general')",1
"('election', 'p')",1
"('never', 'worry')",1
"('worry', 'agbado')",1
"('agbado', 'herdsmen')",1
"('finish', 'worry')",1
"('america', ""'"")",1
"('herdsmen', 'reacted')",1
"('gowon', 'prayer')",1
"('prayer', 'working')",1
"('working', 'would')",1
"('would', 'i')",1
"('mention', 'valued')",1
"('youth', 'herdsmen')",1
"('himince', 'boys')",1
"('middle', 'silent')",1
"('god', ""'s"")",1
"('economic', 'collapse')",1
"('boys', ""''"")",1
"('straight', 'village')",1
"('village', 'herdsmen')",1
"('todaythe', 'people')",1
"('attack', 'god')",1
"(""'s"", 'name')",1
"('county', 'youth')",1
"('name', ""''"")",1
"('``', 'fungua')",1
"('fungua', 'server')",1
"('server', ""''"")",1
"(""''"", 'wajir')",1
"('wajir', 'county')",1
"('raila', 'odhinga')",1
"('economy', 'hitting')",1
"('every', 'here')",1
"('herdsmen', 'todaythe')",1
"('worst', 'economy')",1
"('covid', 'citizens')",1
"('massive', 'administratorisdain')",1
"('administratorisdain', 'nig')",1
"('children', 'raped')",1
"('kidnapped', 'bandits')",1
"('northern', 'niger')",1
"('4uring', 'covid')",1
"('money', 'repertrated')",1
"('hitting', 'losses')",1
"(']', 'money')",1
"('rewards', ']')",1
"('citizens', 'citizens')",1
"('citizens', 'citizens5hen')",1
"('citizens5hen', 'office')",1
"('national', 'leader')",1
"('answer', 'i')",1
"('arrested', 'killer')",1
"('criminal', 'x98x86')",1
"('losses', 'massive')",1
"('shock', 'alarm')",1
"('generous', 'heart')",1
"('heart', 'government')",1
"('catch', 'country')",1
"('country', 'criminal')",1
"('still', 'shock')",1
"('repertrated', 'de')",1
"('x98x86', 'never')",1
"('heard', 'herdsmen')",1
"('arrested', 'or')",1
"('obidients', 'dangerous')",1
"('dangerous', 'fulani')",1
"('called', 'police')",1
"(""''"", 'while')",1
"('loland', 'national')",1
"('people', 'killer')",1
"('herdsmen', 'unleashed')",1
"('elections', 'right')",1
"('ignore', 'nigerians')",1
"('general', 'purpose')",1
"('nigerians', 'robbed')",1
"('robbed', 'rights')",1
"('rights', 'tenure')",1
"('tenure', 'security')",1
"('selves', 'osuigeria')",1
"('osuigeria', 'general')",1
"('purpose', 'slavezher')",1
"('bandxa1ts', '[')",1
"('farmers', 'called')",1
"('called', 'grazing/ranchingnigeri')",1
"('nigerians', 'forget')",1
"('forget', 'scourge')",1
"('ideas', 'voice')",1
"('someone', 'announced')",1
"('elections', 'someone')",1
"('entire', 'northern')",1
"('buhari', 'ignore')",1
"('herdsmen', 'generous')",1
"('kidnappers', 'elections')",1
"('voice', 'heard')",1
"('[', 'rewards')",1
"('heard', 'o')",1
"('nigeria', 'whatsapp')",1
"('thinking', 'x87xacx87xa7/')",1
"('whatsapp', 'group')",1
"('group', ""'"")",1
"('herdsmen', 'christiansplease')",1
"('christiansplease', 'really')",1
"('continue', 'madness')",1
"('madness', 'thinking')",1
"('scourge', 'fulani')",1
"('announced', 'killer')",1
"('several', 'missing')",1
"('stood', 'people')",1
"('could', 'bettere')",1
"('islam', 'birthed')",1
"('benue', 'herdsmen')",1
"('either', 'could')",1
"('bettere', 'invasion')",1
"('invasion', 'farmlands')",1
"('farmlands', 'seems')",1
"('google', '``')",1
"('``', 'number')",1
"('attack', 'killed')",1
"('sudan', ""'"")",1
"('killed', 'camps')",1
"('camps', 'be')",1
"('president', 'can')",1
"('killer', 'herdsmenhey')",1
"('didnt', 'either')",1
"('violence', 'crude')",1
"('culture', 'violence')",1
"('igbos', 'victim')",1
"('internally', 'displ')",1
"('unleashed', 'nigerians')",1
"('haram', 'banditrykiller')",1
"('attack', 'didnt')",1
"('completehope', 'uzoadinma')",1
"('whatoga', 'igbos')",1
"('victim', 'unknown')",1
"('violent', 'culture')",1
"('gunmen', 'i')",1
"('killer', 'bandit')",1
"('president', 'fulani')",1
"('herdsmen', 'grandpatron')",1
"('russians', 'europeans')",1
"('europeans', 'violent')",1
"('crude', 'brunt')",1
"('herdsmen', 'poverty')",1
"('waroko', 'haram')",1
"('already', 'waroko')",1
"('happy', 'birthday')",1
"('yrold', 'daughter')",1
"('peoplehate', 'stood')",1
"('protected', 'killer')",1
"('herders', 'kill')",1
"('watched', 'tears')",1
"('tears', 'slaughtered')",1
"('slaughtered', 'yrold')",1
